id,assessment_id,question_type,prompt,difficulty,sort_order,points
376c7b50-064e-57d1-b902-a4ac405be7e4,f250014c-e9ea-583e-8f64-5f4a31ffefe1,single_select,Yapılandırılmış çıktı için en sağlıklı pratik yaklaşım hangisidir?,intermediate,3,1
bc34762c-4145-5bec-bea7-0d254bf89794,1628bdd2-8bb9-57e2-b37b-254facd4dbe3,single_select,Prompt eval ve güvenlik modülünün ana çıktısı hangisidir?,intermediate,1,1
18f3925e-027b-50e1-81aa-4ad815ce90ec,1628bdd2-8bb9-57e2-b37b-254facd4dbe3,single_select,Prompt karşılaştırma deneyi çalışılırken ilk yapılması gereken nedir?,intermediate,2,1
b51c2cab-3620-58a1-abb4-f7047e3222b3,1628bdd2-8bb9-57e2-b37b-254facd4dbe3,single_select,Prompt eval ve güvenlik için en sağlıklı pratik yaklaşım hangisidir?,intermediate,3,1
9f642ce4-90cc-5620-a8b8-e37fdef11821,83abc162-ac35-5403-8afe-51f18b380796,single_select,Prompt Engineering Pratikleri kapsamında doğru çalışma sırası hangisidir?,intermediate,1,1
08043c95-1352-56d9-9185-f0e2d515cfdc,83abc162-ac35-5403-8afe-51f18b380796,single_select,Bir sonucu güvenilir kabul etmek için ne gerekir?,intermediate,2,1
ac7a9403-5d38-5208-b46d-bbe6b5229bb2,83abc162-ac35-5403-8afe-51f18b380796,single_select,Hata analizi ne zaman yapılmalıdır?,intermediate,3,1
55df655f-03d5-5e71-b197-6ee3a3d23495,83abc162-ac35-5403-8afe-51f18b380796,single_select,Üretim ortamına geçerken hangi kayıtlar önemlidir?,intermediate,4,1
6d21f73b-4c97-5ba5-b7b7-612892ce3359,83abc162-ac35-5403-8afe-51f18b380796,single_select,Kullanıcıya dönük AI uygulamasında en önemli güvenlik ilkesi nedir?,intermediate,5,1
064f79a4-8c7e-5a2b-9bf4-2cf2b24eeaf6,7abfc1bb-ceb5-5995-bfe6-cd73dd174c6e,single_select,Retrieval temelleri modülünün ana çıktısı hangisidir?,intermediate,1,1
22f1253a-a0f5-55eb-98d3-bb06f1fe35e3,7abfc1bb-ceb5-5995-bfe6-cd73dd174c6e,single_select,Chunking stratejileri çalışılırken ilk yapılması gereken nedir?,intermediate,2,1
804ed23a-e840-5951-ace1-c616f6726f6b,7abfc1bb-ceb5-5995-bfe6-cd73dd174c6e,single_select,Retrieval temelleri için en sağlıklı pratik yaklaşım hangisidir?,intermediate,3,1
edee7681-ab8b-5437-9bf4-e6c81fd58d3c,ed844892-05c0-5dd6-9400-fe860beb0f3c,single_select,RAG pipeline modülünün ana çıktısı hangisidir?,intermediate,1,1
9fa0702b-3b9a-5ae3-b521-9aeebabf292d,ed844892-05c0-5dd6-9400-fe860beb0f3c,single_select,Indexleme ve metadata filtreleri çalışılırken ilk yapılması gereken nedir?,intermediate,2,1
b6cb0131-f4b5-50dd-b187-bcf08d07cffa,ed844892-05c0-5dd6-9400-fe860beb0f3c,single_select,RAG pipeline için en sağlıklı pratik yaklaşım hangisidir?,intermediate,3,1
afdc6eb5-10a1-53ff-808c-026d0ce03fe0,bd25be6f-1178-5ab4-a713-fce0087915bf,single_select,AI uygulama mimarisi modülünün ana çıktısı hangisidir?,intermediate,1,1
79f2dcb1-20dd-53f6-82eb-b50ec45b7461,bd25be6f-1178-5ab4-a713-fce0087915bf,single_select,React Native istemci akışı çalışılırken ilk yapılması gereken nedir?,intermediate,2,1
9d05e93e-f87b-5362-b521-3d6b5e2a1c61,bd25be6f-1178-5ab4-a713-fce0087915bf,single_select,AI uygulama mimarisi için en sağlıklı pratik yaklaşım hangisidir?,intermediate,3,1
3170dc17-e330-56d9-a060-400bb3f780f0,8f4e7ab2-9216-57a8-a2cb-f15ef3cb3abb,single_select,RAG ve AI Uygulamaları kapsamında doğru çalışma sırası hangisidir?,intermediate,1,1
5f258a61-247f-55e5-9dba-c21f4fcbf60c,8f4e7ab2-9216-57a8-a2cb-f15ef3cb3abb,single_select,Bir sonucu güvenilir kabul etmek için ne gerekir?,intermediate,2,1
92013bf4-484a-507a-b7bf-08e6ada7c90f,8f4e7ab2-9216-57a8-a2cb-f15ef3cb3abb,single_select,Hata analizi ne zaman yapılmalıdır?,intermediate,3,1
26205a89-80bc-51b8-b864-28a5f148cbee,8f4e7ab2-9216-57a8-a2cb-f15ef3cb3abb,single_select,Üretim ortamına geçerken hangi kayıtlar önemlidir?,intermediate,4,1
9b3d8518-b5b8-5f65-9906-13e0f95040e5,8f4e7ab2-9216-57a8-a2cb-f15ef3cb3abb,single_select,Kullanıcıya dönük AI uygulamasında en önemli güvenlik ilkesi nedir?,intermediate,5,1
00f84492-b574-54c7-b778-831b0411bb0f,296a635b-7158-56fe-93dc-8d6ba653b63b,single_select,Deployment seçenekleri modülünün ana çıktısı hangisidir?,advanced,1,1
8dfc02f6-141c-5f7c-910e-a6ffe0ab7dbc,296a635b-7158-56fe-93dc-8d6ba653b63b,single_select,"Batch, API ve streaming kararları çalışılırken ilk yapılması gereken nedir?",advanced,2,1
886c5b7d-3ac4-5fe6-b749-5f5d5e8a6504,296a635b-7158-56fe-93dc-8d6ba653b63b,single_select,Deployment seçenekleri için en sağlıklı pratik yaklaşım hangisidir?,advanced,3,1
f12d7734-5add-527c-bd9a-5b0a13174944,fa8d5c9b-4c2c-527d-b168-7d787b2d4803,single_select,Model registry ve CI/CD modülünün ana çıktısı hangisidir?,advanced,1,1
ef448117-59ec-557f-9780-eac1afdca617,fa8d5c9b-4c2c-527d-b168-7d787b2d4803,single_select,Model versiyonlama çalışılırken ilk yapılması gereken nedir?,advanced,2,1
6cd1fc97-68ef-5016-980b-9167b22fe88c,fa8d5c9b-4c2c-527d-b168-7d787b2d4803,single_select,Model registry ve CI/CD için en sağlıklı pratik yaklaşım hangisidir?,advanced,3,1
7be4fa85-493f-545c-b4b7-335b4c214848,14440d7f-8e5d-5b73-8ae2-6eab10e53cc4,single_select,Monitoring ve drift modülünün ana çıktısı hangisidir?,advanced,1,1
fc673c71-534b-5b7f-a8cc-8df935adfd94,14440d7f-8e5d-5b73-8ae2-6eab10e53cc4,single_select,Veri drift göstergeleri çalışılırken ilk yapılması gereken nedir?,advanced,2,1
b28398e0-d032-5b37-af7d-e3a4b083d266,14440d7f-8e5d-5b73-8ae2-6eab10e53cc4,single_select,Monitoring ve drift için en sağlıklı pratik yaklaşım hangisidir?,advanced,3,1
7235474d-9d42-5dd9-af62-ebe519cadf51,b0b08c57-6793-51e4-ae6b-767db879b7fa,single_select,MLOps ve Üretimleştirme kapsamında doğru çalışma sırası hangisidir?,advanced,1,1
c1747675-a210-5537-b934-1f21161f8277,b0b08c57-6793-51e4-ae6b-767db879b7fa,single_select,Bir sonucu güvenilir kabul etmek için ne gerekir?,advanced,2,1
139243be-b96b-5843-b5c0-b26f0394a240,b0b08c57-6793-51e4-ae6b-767db879b7fa,single_select,Hata analizi ne zaman yapılmalıdır?,advanced,3,1
07ec65fd-eda2-5b0a-b94e-f881f45f1d68,b0b08c57-6793-51e4-ae6b-767db879b7fa,single_select,Üretim ortamına geçerken hangi kayıtlar önemlidir?,advanced,4,1
34015d18-0767-5770-a912-33797590f71d,b0b08c57-6793-51e4-ae6b-767db879b7fa,single_select,Kullanıcıya dönük AI uygulamasında en önemli güvenlik ilkesi nedir?,advanced,5,1
e335df05-263d-59cd-998b-9303de98b3cf,72ddaf01-961c-55c4-a987-562e21aeb2f2,single_select,AI ürün keşfi modülünün ana çıktısı hangisidir?,advanced,1,1
131e07c8-f175-5b2b-9c41-1ecdfb33f65b,72ddaf01-961c-55c4-a987-562e21aeb2f2,single_select,Problem-solution fit çalışılırken ilk yapılması gereken nedir?,advanced,2,1
fc81c44c-4ddd-5043-8cf3-99d3cdea940d,72ddaf01-961c-55c4-a987-562e21aeb2f2,single_select,AI ürün keşfi için en sağlıklı pratik yaklaşım hangisidir?,advanced,3,1
e6918e61-aa0e-5e8c-ac9c-5d3c06dd6615,4896f19e-652f-5f1d-b080-baa3ddceceb9,single_select,Risk ve gizlilik modülünün ana çıktısı hangisidir?,advanced,1,1
a75cd4c4-ae4b-5a76-a037-ffd32a34a630,4896f19e-652f-5f1d-b080-baa3ddceceb9,single_select,PII ve veri minimizasyonu çalışılırken ilk yapılması gereken nedir?,advanced,2,1
607fa246-68d9-504a-ae6c-0d992c30c0db,4896f19e-652f-5f1d-b080-baa3ddceceb9,single_select,Risk ve gizlilik için en sağlıklı pratik yaklaşım hangisidir?,advanced,3,1
8000ea1b-2375-5f99-8b9c-b513528fd245,fda97fc9-8e14-5c89-9d8b-f08028de14b1,single_select,Güvenlik tasarımı modülünün ana çıktısı hangisidir?,advanced,1,1
58290587-40f0-5e86-a8ab-01e3eef3c11e,fda97fc9-8e14-5c89-9d8b-f08028de14b1,single_select,Prompt injection yüzeyi çalışılırken ilk yapılması gereken nedir?,advanced,2,1
fbe44958-e125-50c9-b05d-b0d2df7cca98,fda97fc9-8e14-5c89-9d8b-f08028de14b1,single_select,Güvenlik tasarımı için en sağlıklı pratik yaklaşım hangisidir?,advanced,3,1
0bf4d7d8-89c5-5387-b3b8-610898a43811,fab560f8-5342-5f21-9e50-f30df04b8dc2,single_select,"AI Ürün, Güvenlik ve Etik kapsamında doğru çalışma sırası hangisidir?",advanced,1,1
a7834123-d837-5b1c-bae4-4f90373c2682,fab560f8-5342-5f21-9e50-f30df04b8dc2,single_select,Bir sonucu güvenilir kabul etmek için ne gerekir?,advanced,2,1
68e9ec55-e96a-5bcd-8ec2-8bda993aa8ed,fab560f8-5342-5f21-9e50-f30df04b8dc2,single_select,Hata analizi ne zaman yapılmalıdır?,advanced,3,1
3f14190a-7754-5f34-94ae-f366a19b56c2,fab560f8-5342-5f21-9e50-f30df04b8dc2,single_select,Üretim ortamına geçerken hangi kayıtlar önemlidir?,advanced,4,1
5f9b9e81-94df-5e2c-89ef-2e3e99ca9976,fab560f8-5342-5f21-9e50-f30df04b8dc2,single_select,Kullanıcıya dönük AI uygulamasında en önemli güvenlik ilkesi nedir?,advanced,5,1
4f4ffef1-c2f1-5163-8833-4a201adeddaf,6aa7e4c1-a370-5621-b485-6c0f290d0c4d,single_select,Problem çerçeveleme modülünün ana çıktısı hangisidir?,expert,1,1
bdd00db8-6e92-576f-9675-14029d1aa6f2,6aa7e4c1-a370-5621-b485-6c0f290d0c4d,single_select,Kullanıcı problemi ve veri kaynağı çalışılırken ilk yapılması gereken nedir?,expert,2,1
6b12c92f-a754-5382-b6b0-076534cfa1f0,6aa7e4c1-a370-5621-b485-6c0f290d0c4d,single_select,Problem çerçeveleme için en sağlıklı pratik yaklaşım hangisidir?,expert,3,1
84d857e3-e4aa-58e6-8f94-d3c865902ac7,c71aabfe-a5f9-5c00-8e4d-6422cdd5327e,single_select,Ürünü geliştirme modülünün ana çıktısı hangisidir?,expert,1,1
4848a56d-014c-501a-ac82-bfd25cf04e1a,c71aabfe-a5f9-5c00-8e4d-6422cdd5327e,single_select,"Baseline, model/RAG ve servis katmanı çalışılırken ilk yapılması gereken nedir?",expert,2,1
4e09f84c-5999-5797-9824-3f823941762a,c71aabfe-a5f9-5c00-8e4d-6422cdd5327e,single_select,Ürünü geliştirme için en sağlıklı pratik yaklaşım hangisidir?,expert,3,1
d344b0e3-59c8-58db-b124-613a96b77b10,e99d2fed-15ee-5ef1-b8da-2cad8ed91646,single_select,Sunum ve iterasyon modülünün ana çıktısı hangisidir?,expert,1,1
b7e8a128-e29c-52ef-9ca4-4ae50ef103b5,e99d2fed-15ee-5ef1-b8da-2cad8ed91646,single_select,Demo senaryosu hazırlama çalışılırken ilk yapılması gereken nedir?,expert,2,1
8b254b53-1101-5023-acc0-d2b6d7049958,e99d2fed-15ee-5ef1-b8da-2cad8ed91646,single_select,Sunum ve iterasyon için en sağlıklı pratik yaklaşım hangisidir?,expert,3,1
df240a8e-9a7f-5cc4-b569-a7547d41fbe7,e19ba5f1-79c2-5a9f-af1d-bfa120768e8c,single_select,Capstone: AI Engineer Uzmanlık Projesi kapsamında doğru çalışma sırası hangisidir?,expert,1,1
1692b412-f3be-543d-90ea-32d4009f6081,e19ba5f1-79c2-5a9f-af1d-bfa120768e8c,single_select,Bir sonucu güvenilir kabul etmek için ne gerekir?,expert,2,1
3a492106-2e04-509e-953e-017c95e9113d,e19ba5f1-79c2-5a9f-af1d-bfa120768e8c,single_select,Hata analizi ne zaman yapılmalıdır?,expert,3,1
dd7b2d46-51d5-56cc-abc5-75bc1f216737,e19ba5f1-79c2-5a9f-af1d-bfa120768e8c,single_select,Üretim ortamına geçerken hangi kayıtlar önemlidir?,expert,4,1
f9e1c140-a7c9-55ae-bbb4-843cc14a428d,e19ba5f1-79c2-5a9f-af1d-bfa120768e8c,single_select,Kullanıcıya dönük AI uygulamasında en önemli güvenlik ilkesi nedir?,expert,5,1
